,title,idNum,IPCNum,description
44,一种无人机上网的方法,CN105376348A,H04L29/12; H04W88/04,本发明涉及无人机领域，尤其涉及一种无人机上网的方法。在现有技术中移动终端与遥控器之间通常采用无线连接的方式，但采用无线连接容易受到信号的干扰，而使得数据传输存在很多不稳定因素，因此本发明的移动终端与遥控器之间采用USB-OTG接口，与现有技术中采用无线连接相比，数据传输更加稳定；该移动终端具有上网功能，并通过共享网络对第一路由器和第二路由器分配IP地址，使得无人机能够直接访问Internet。
45,实现出入口动态开门密码的门禁系统,CN105374099A,G07C9/00,本发明提供一种实现出入口动态开门密码的门禁系统，包括门禁控制器和移动终端，所述门禁控制器包括密码生成模块、加密模块、二维码生成模块和LCD屏，所述移动终端内设有解密模块；其中，所述密码生成模块产生随机密码；所述加密模块对所述随机密码进行加密；所述二维码生成模块将加密后的随机密码转换成二维码；所述LCD屏显示所述二维码；所述移动终端扫描所述二维码，所述解密模块对二维码解密得到密码。由于采用了上述技术方案，本发明具有结构简单的优点，不需要通行者记忆密码，避免通行者忘记密码而不能通过门禁的情况，还能防止人为泄密，增强门禁通行的安全性。
46,一种用于手机游戏服务器的负荷迁徙方法,CN105376332A,H04L29/08,本发明公开了一种用于手机游戏服务器的负荷迁徙方法，包括1）设置单个游戏服务器的连接阈值；2）单个游戏服务器实时监听登录该游戏服务器的客户端数量；3）根据监听到的客户端数量，判断是否大于连接阈值；若大于，则执行4）；否则，返回2）；4）将超过客户端数量的客户端放入置等待队列中，并查找服务器列表，找到最靠近单个游戏服务器的空闲游戏服务器；5）将客户端的连接转移到空闲游戏服务器，进行客户端登录。本发明采用负荷迁徙模块对单个服务器的资源进行限制，能够解决大量用户同时登录单一服务器，防止服务器资源的衰竭，保证手机游戏的正常运行，具有良好的应用前景。
47,多模无线通信装置,CN105375948A,H04B1/401; H04W88/06,一种用于公用无线信道进行通信的多模无线通信装置，使用一种支持多个无线运行商信道通信的专用模块，用可以切换方式连接两个运行商手机SIM卡，经过能控制的切换开关相连接，在系统判定某无线通信信道运行商发生故障或因故不能通信时，通过控制切换开关自动接通另一个运行商的通信信道，本发明完成两个运行商手机SIM卡的结构设计，实现一个运行商无线通信故障情况下的自动切换到另一个无线运行商信道的设计目标，解决了本发明的设计任务。本发明采用一块多模通信模块和切换开关、主控制微处理器、通信故障判断方法的配合解决了通信中运行商故障带来的通信不可靠难题，成本低，运行可靠，可以广泛用于严重依赖通用分组无线服务技术通信的场合使用。
48,语音报修系统,CN105389671A,G06Q10/06; G06Q30/00,本发明提供一种语音报修系统，包括录音终端和报修终端，所述录音终端包括录音模块和发送模块，所述报修终端包括接收模块、语音识别模块和信息录入模块；其中，所述录音终端记录报修信息；所述发送模块发送报修信息至报修终端；所述接收模块接收报修信息；所述语音识别模块识别客户的报修信息；所述信息录入模块根据识别结果自动补全报修单的信息。本发明对客户的计算机技能要求非常低，通过指导手册或者简单的培训所有的客户都能掌握，并且大大减少了工作人员的工作量。
49,LED多通道混色智能灯泡、智能照明系统及多通道混色方法,CN105392232A,H05B33/08,本发明公开了一种LED多通道混色智能灯泡，包含至少四条混色通道与至少四组颜色的LED芯片或者LED光源组件，可使灯泡能够复现并无限接近全色域；基于LED多通道混色智能灯泡的智能照明系统可以实时采集灯泡的温度和颜色，根据色差与灯泡的温度对调光值进行补偿，使灯泡在不同温度下可保持相同的颜色，基于此系统还可以拓展为智能家居通过与手机平板等终端预装的APP连接，丰富使用场景与用途；基于智能照明系统的多通道混色方法以三通道混色算法为基础，求解出的各基础颜色的调光值准确，可准确还原目标颜色。
50,一种基于PID的空气中VOC监测仪及其实现远程监测的方法,CN105388208A,G01N27/64; H04L29/08,"本发明公开了一种基于PID的空气中VOC监测仪及其实现远程监测的方法，包括PID传感器、与PID传感器依次连接的放大电路、低通滤波电路、嵌入式微机处理器、LCD\KEY模块，与PID传感器连接的还有由空气过滤单元、微型空气泵和密闭构件通过气体管路连接构成具备空气进气口、内部腔体和出气口的单向空气流动结构的气体采样系统；嵌入式微机处理器还与WIFI无线模块连接提供数据的无线传输,WIFI无线模块通过无线WIFI信号与无线路由器连接；无线路由器通过互联网络与云端服务器连接、移动终端通过无线网络互联与云端服务器连接采。本发明实现了室内空气中VOC的无线远程准确监测；并可实现监测大数据的数据积累，奠定了室内环境空气污染物监测大数据云平台的基础。"
51,物联网社区冷链保鲜温度监测柜及监测方法,CN105380490A,A47G29/14; G06Q10/08; G06Q30/06; G06Q50/28; G06K17/00,<b>本发明涉及一种物联网社区冷链保鲜温度监测柜及监测方法。随着电子网络的发展，对冷链物流的需求持续增加，冷链装备需求提升，目前国内社区没有提升人们生活品质的物联网社区冷链保鲜温度监测柜或终端柜。本发明其组成包括</b><b>:</b><b>冷链终端柜本体（</b><b>1</b><b>），所述的冷链终端柜本体是长方形箱体结构，所述的冷链终端柜本体内部分别安装有控制系统（</b><b>3</b><b>）、温度传感器（</b><b>4</b><b>），所述的冷链终端柜本体上方中间位置安装有显示触摸屏（</b><b>5</b><b>），所述的显示触摸屏下方安装有电子标签系统（</b><b>6</b><b>），所述的电子标签系统下方安装有读卡区（</b><b>9</b><b>），所述的冷链终端柜本体上方端面分别安装有故障报警器（</b><b>7</b><b>）、无线通信口（</b><b>8</b><b>）。本发明用于物联网社区冷链保鲜温度监测柜。</b>
52,一种物联网电梯系统,CN105384019A,B66B5/00,本发明公开了一种物联网电梯系统，该物联网电梯系统包括物联网路由器、协议转换器、小区无线局域网、电梯制造厂局域网、黑匣子模块、检测平台；黑匣子模块通过小区无线局域网与检测平台连接，检测平台通过协议转换器与物联网路由器连接，物联网路由器通过协议转换器与电梯制造厂局域网连接；所述的物联网路由器包括数字化应用模块和数据处理模块。物联网路由器将电梯信息通过互联网发送给电梯制造单位内部，直接进入电梯制造厂内部物联网，很好的解决了制造单位所担心的数据及信息安全问题；可以实时监视电梯的运行状态，包括多梯监控、单梯监控、视频监控、地图监控，大大提高了电梯的安全稳定性，降低了维护费用。
53,一种远程一体内窥镜系统,CN105395154A,A61B1/00,本发明公开了一种远程一体内窥镜系统，包括内窥镜模块、计算机和远程终端，内窥镜模块设置有窥视镜组件和高清摄像头，计算机设置有H265编码器，远程终端包括显示组件和H265解码器，所述内窥镜模块与计算机连接，所述H265编码器与通过互联网与H265解码器连接，所述H265解码器与显示组件连接;所述窥视镜组件包括固定筒和窥视镜，所述固定筒内腔设置有活塞杆和与窥视镜相适配的凹形槽，所述活塞杆右端设置有用于吸附窥视镜的永磁铁。本发明通过远程终端与内窥镜模块进行实时通讯，实现远程医疗，有效解决了医疗资源紧缺的问题；本发明通过磁吸的方式将窥视镜固定在窥视镜组件上，大大方便了窥视镜的安装和拆卸。
