,IPCNum,content
1893,B60P1/00,一种 塑料 成形 的 方法 和 设备 该 方法 通过 加热 敞开 模并 使 敞开 模与 塑料颗粒 材料 接触 以 在 模上 形成 熔融 的 层 由此 制造 最终 的 制品 单层 模制 的 制品 可 被 多层 层叠 其 表面 涂漆 或 不 涂漆 多层 模制 的 制品 可 由 互补 的 阳 阴模 制造 在 各自 的 阳 阴模 上 形成层 后 结合 在 一起 可 包括 塑料 填充 材料 的 夹层 或 可 膨胀 泡沫 填充 的 核 有 或 没有 各种 插入物 或 强化 物 制造 的 多层 复合材料 制品 有 插入物 和 或 强化 物 所述 的 插入物 和 或 强化 物 被 嵌入 并 由 泡沫塑料 包围 如果 被 作为 中间层 最终 的 制品 尤其 包括 轻便 客货 两用车 底座 车箱 工业 台面 系列 预制 房屋 板 飞机 驾驶员 座舱 门及 材料 搬运 托盘
1271,B64C1/14,一种 玻璃 聚碳酸酯 层压板 装备 一种 边缘 附件 可 使 层压板 的 轮廓 挠曲 减少 并 可 使 作用 在 聚碳酸酯 层压板 上 的 载荷 降低
1427,B60N2/34,本发明 的 卧铺 座位 广泛 地 适用 于 具有 前座 和 后座 的 各种 运输工具 例如 火车 轮船 直达 巴士 和 飞机 以及 客车 和 公共汽车 根据 本发明 前座 靠背 具有 座位 靠背 上 部分 和 座位 靠背 下 固定 部分 座位 靠背 上 部分 对半分 开 形成 前 分离 板 和 后 分离 板 以 通过 向前 和 向 后 打开 所述 板 而 水平 展开 或者 通过 折叠 并 接合 所述 板 而 竖立起来 并且 后座 靠背 形成 有 放置 乘客 头部 的 凹洞 因此 当 水平 打开 前 和 后 分离 板时 可以 得到 平 的 床面 从而 乘客 可以 舒适 地 躺 在 座位 上
376,F16C7/02,本发明 提供 的 一种 飞机 连接件 的 连接器 筒状 主体 的 收缩 部 与 连接 杆 之间 采用 螺纹 连接 具有 变形 小 表面质量 好 筒状 主体 中心 设置 有 中心 通槽 所述 的 中心 通 槽内 可以 渗入 铜液 凝固 后 将 收缩 部 与 连接 杆 牢固 连接 在 一起
853,B64D11/00,本 实用新型 涉及 一种 飞机 客舱 下拉式 行李箱 包括 定箱 组件 和 动箱 组件 两 部分 所述 定箱 组件 和 动箱 组件 通过 转轴 连接 构成 该 行李箱 的 总成 件 所述 转轴 由 安装 在 定箱 组件 上 的 主 转轴 和 安装 在 动箱 组件 上 的 副 转轴 配合 而成 所述 定箱 组件 上 设有 对动箱 组件 起 限位 作用 的 缓冲 杆 定箱 组件 上 还 包括 行李箱 锁闩 座 所述 动箱 组件 包括 表面 弧形 的 行李箱 盖板 安装 在 行李箱 盖板 两端 的 卡扣 锁 组件 和 驱动 卡扣 锁 组件 转动 的 扣手 组件 所述 卡扣 锁 组件 与 上述 行李箱 锁闩 座 相配合 本 实用新型 的 行李箱 内部空间 大 高度 适中 开启 轻便 尖顶 上方 空间 大 过 道 空间 大 具有 外形 美观 方便 快捷 安全 新颖性 适用性 可靠性 等 优点
338,F16D55/24,本 实用新型 专利 涉及 一种 刹车盘 副 尤其 涉及 一种 飞机 起落架 制动 刹车盘 副 提供 一种 能够 满足 飞机 的 制动 使用 要求 提高 刹车 效率 的 飞机 起落架 制动 刹车盘 副 包括 四个 动盘 三个 静盘 一个 压紧 盘 和 十四个 静片 铆接 在 刹车 壳体 上 压紧 盘 第一 动盘 第一 静盘 第二 动盘 第二 静盘 第三 动盘 第三 静盘 第四 动盘 刹车 壳体 顺序 叠压 其 特征 在于 所述 动盘 是 在 动盘 骨架 上 组装 动片 限制 动片 径向 移动 的 锁片 与 动盘 骨架 采用 铆钉 紧固 构成 各 位置 的 动盘 同一 动盘 厚度 相同 动盘 上 有 9 个外 键槽 本 实用新型 能够 满足 飞机 的 制动 使用 要求 提高 刹车 效率
972,B60N2/00,本 实用新型 公开 了 一种 改进 的 汽车 和 飞机 座椅 在 不 改变 原有 座椅 的 连接 角度 调节 机构 的 情况 下 在 座椅 的 底座 的 后 端 中部 设有 凹口 还 在 靠背 的 后面 的 下部 设有 与 所述 的 凹口 上下 对应 的 凹区 凹口 和 凹区 的 深度 以 不 影响 座椅 的 乘坐 功能 为 原则 所述 的 靠背 的 后面 的 凹区 的 上端 和 两边 圆滑 过渡 本 实用新型 的 优点 是 在 不 改变 原有 座椅 的 连接 角度 调节 和 紧固 结构 的 情况 下 在 座椅 的 后面 下部 开辟 出 10 多厘米 的 空间 使 后排 的 乘员 的 腿脚 能够 多出 了 宝贵 的 伸展 空间 可以 减轻 疲劳感 提高 舒适度 对于 长途跋涉 的 乘员 的 作用 更是 明显
857,B64D11/06,本发明 涉及 一种 运动 感应 座椅 锁 本发明 公开 一种 用于 将 交通工具 中 的 物体 锁定 就位 的 锁 该锁 包括 基部 基部 包括 侧 表面 和 前 表面 侧 表面 具有 至少 一个 开口 并且 前 表面 具有 压载 件 保持 器 和 毂 安装 部分 毂 可 旋转 地 联接 至 毂 安装 部分 操作性 地 联接 至 毂 的 压载 件 容纳 在 压载 件 保持 器内 至少 一个 锁定 构件 也 操作性 地 联接 至 毂 压载 件 构造 成 响应 于 交通工具 的 速度 变化 在 压载 件 保持 器内 自动 使 其 自身 从 初始 未 锁定 位置 重新 定位 至 最终 锁定 位置 压载 件 的 该 重新 定位 使毂致动 并且 使 至少 一个 锁定 构件 延伸 通过 至少 一个 开口
2069,B64D7/00,一种 组合式 飞机 吊舱 悬挂 接头 涉及 飞机 结构设计 技术 领域 用于 飞机 吊起 吊 过程 中 承担 飞机 吊舱 的 载荷 飞机 吊舱 上 设置 有 接头 安装 部 飞机 吊舱 悬挂 接头 包括 两个 结构 相同 的 接头 本体 接头 本体 设置 有 翻边 结构 接头 本体 设置 的 连接 部 第一 安装 部 第二 安装 部为 一体 成型 结构 两个 接头 本体 通过 螺栓 固定 连接 后 安装 在 飞机 吊舱 上 本 实用新型 提供 的 组合式 飞机 吊舱 悬挂 接头 实现 了 组合式 飞机 吊舱 悬挂 接头 在 飞机 吊舱 上 的 快速 拆装 成本低 重量 小 避免 在 飞机 吊舱 上 直接 加工 悬挂 接头 对 飞机 吊舱 产生 的 结构 损伤 该 组合式 飞机 吊舱 悬挂 接头 结构 简单 制造 方便 装置 稳定性 高 安全可靠
2115,B64C11/18,本 实用新型 公开 了 一种 飞机 用 螺旋桨 叶片 螺旋桨 及 飞机 所述 飞机 用 螺旋桨 叶片 1 的 翼型 形状 为 前缘 钝头 翼型 最大 相对 厚度 为 9 ％ 最大 相对 厚度 位置 位于 30 ％ 弦 长 位置 最大 相对 弯度 为 3 3 ％ 所述 翼型 最大 相对 弯度 位置 位于 41 2 ％ 弦 长 位置 所述 整个 翼型 呈 饱 凸状 本 实用新型 的 飞机 用 螺旋桨 叶片 为 低 雷诺数 宽 升力 系数 螺旋桨 桨叶 翼型 较 好 适应 了 飞机 推进 桨 要求 的 宽 升力 系数 范围 和 低 雷诺数 下 稳定 气动 性能
241,B60N2/04,本 实用新型 提供 一种 自调式 航空 和 汽车 水平 座 椅 它 具有 一能 通过 自动 调整 使 座椅 经常 保持 水平 位 置 的 座椅 架及 可 将 座椅 靠背 手动 调至 所须 倾斜 角度 至 180 ℃ 的 座椅 靠背 调节 装置 当 飞机 起飞 着陆 汽车 上坡 下坡 时 通过 座椅 架 的 自动 调整 使 座椅 经 常 保持 水平 位置 使 乘客 乘坐 舒适 平稳 便于 休息
2121,G08G5/00,本发明 公开 了 一种 4D 航迹 生成 方法 包括 以下 步骤 接收 飞机 发送 的 航空器 气象 资料 下传 AMDAR 数据 对 AMDAR 数据 进行 检验 与 质量 控制 根据 AMDAR 数据 中 航迹 历史 信息 与 大 椭圆 距离 法 生成 飞行高度 剖面 与 飞行速度 剖面 依据 上述 飞行高度 剖面 与 飞行速度 剖面 采用 动态 时间 规整 DTW 算法 与 航空器 基本 性能 数据库 BADA 模型 生成 标称 飞行 剖面 作为 初始 4D 航迹 的 生成 剖面 根据 AMDAR 数据 中 的 气象 实测 数据 修正 气象预报 GRIB 数据 计算 航空器 航路 点过 点 时间 并 与 所述 标称 飞行 剖面 结合 生成 4D 航迹
41,B64D11/04,本发明 公开 了 一种 适合 于 飞机 的 多功能 厨房 单元 该 厨房 单元 包括 位于 台 顶部 上方 的 食物 与 其他 物品 例如 玻璃杯 的 两个 陈列 隔间 每个 陈列 隔间 均 包括 处于 后部 橱柜 形式 的 主体 部分 以及 能够 在 用于 存储 物品 的 关闭 的 定位 与 陈列 物品 的 开启 的 定位 之间 旋转 的 前门 乘客 可以 根据 需要 选择 物品 并且 从 隔间 取 走 物品 当门 处于 关闭 位置 时 空乘 人员 可 完全 接近 台 顶部 以 有利于 准备 并 提供 就餐 服务
1379,B64D13/00,一种 航空 级 空气 过滤 系统 包括 过滤器 组件 末端 开口 柔性 滤芯 外 表面 内 表面 限定 内部 腔体 过滤 衬垫 连接器 过滤器 组件 包括 柔性 滤芯 和 连接器 组件 连接器 用于 可拆卸 地 将 过滤器 组件 和 通风口 固定 的 连接器 端口 同 通风口 安装 配合 其中 柔性 滤芯 形状 取决于 外 内 表面 过滤 衬垫 位于 所述 外 表面 与 内 表面 之间 污染空气 通过 通风口 通风口 开启 状态 通过 内部 腔体 穿过 所述 的 内 表面 通过 过滤 衬垫 和 外 表面 将 过滤 后 的 洁净 空气 供给 公共 交通工具 内 乘客 呼吸 安装 在 通风口 的 过滤 装置 可以 有效 去除 飞机 公共汽车 或 火车 空气 中 的 污染物 该 装置 可 借助于 弹性 或 橡胶 带 或 其他 合适 的 固定 方式 固定 在 通风口 空气 阀 此 装置 使用 后 可以 很 方便 地 更换 以 确保 持续 的 新鲜空气 供给
1577,B60S5/02,本发明 提供 了 一种 区分 液体 的 方法 例如 防止 车辆 飞机 或 船舶 的 燃料 误 加注 该 方法 包括 通过 其间 的 管线 和 往复 关闭 装置 控制 液体 在 一个 油箱 和 另 一个 油箱 之间 例如 在 一个 大 油罐 和 车辆 飞机 或者 船舶 之间 的 流动 第二 和 或 第一 油箱 中 的 蒸汽 被 分析 其 结果 与 标准值 或者 其它 油箱 的 分析 结果 进行 比较 比较 结果 用于 控制 关闭 动作 一种 新型 液体 分配器 例如 用于 碳氢化合物 燃料 的 分配器 该 分配器 具有 一个 与 之 相连 的 检测器 该 检测器 通向 来自 接收 油箱 的 蒸汽 以 实现 上述 区分 特别 是 如果 检测器 检测 到 错误 的 液体 带有 处理器 和 控制器 的 检测器 就 会 操作 关闭 装置 例如 分配器 阀
525,B64D11/06,一种 乘客 套间 座位 布局 20 其 包括 第一 乘客 套间 22 其 包括 第一 座椅 24 和 第一 视频 监视器 26 该 第一 视频 监视器 固定 在 第一 座椅 24 正前方 的 位置 中 以及 第二 乘客 套间 30 其 包括 第二 座椅 32 该 第二 座椅 面对 第一 座椅 24 并且 相对 于 其 横向 错开 第二 套间 30 包括 第二 视频 监视器 34 该 第二 视频 监视器 构造 成 能够 与 坐在 第二 座椅 32 中 的 乘客 的 视角 相 平行 地 移动 以 选择性 地 连接 和 分隔 第一 套间 和 第二 套间 22 30
867,B60K16/00,本发明 公开 了 一种 风力 驱动 助推 法 该 方法 在 交通工具 如 汽车 火车 轮船 飞机 电车 等 前方 阻力 范围 内 装 上 一个 或 多个 风力 转叶扇 通过 一个 传动装置 把 转叶 扇 的 转 动力 传送 到 交通工具 的 驱动 装置 上 帮助 交通工具 驱动 或 助推 以 减少 发动机 用功 充分利用 风能 节约 不可 再生能源
774,G08G5/00,本发明 提供 了 一种 面向 公共 网络 的 低空飞行 动态 监视系统 属于 空中 交通管理 通用 航空 领域 其中 该 系统 包含 地图 服务 模块 数据处理 推送 模块 和 监视 页面 模块 三 部分 地图 服务 模块 提供 地图 数据处理 推送 模块 包括 数据 解析 子 模块 航迹 缓存 子 模块 和 消息 推送 子 模块 数据 解析 子 模块 用于 接收 ADS - B 报文 数据 并 解析 处理 构建 报文 数据 对象 并 发送至 航迹 缓存 子 模块 当 航迹 缓存 子 模块 接收 到 报文 数据 对象 后 对 缓存 的 航迹 标识 和 航迹 对象 分别 进行 存储 或者 更新 将 当前 航迹 对象 发送给 消息 推送 处理 子 模块 消息 推送 处理 子 模块 显示 页面 地图 并 根据 当前 航迹 对象 添加 或者 更新 航迹 图 元 本发明 适用 于 面向 公共 网络 的 低空飞行 动态 监视
680,B60N2/48,本 实用新型 涉及 日用 领域 尤其 涉及 一种 新型 座椅 包含 底座 和 靠 板 底座 上 有 座垫 靠板 上 有 靠垫 其 特征 在于 靠垫 上端 包含 凸起 的 可调 靠枕 靠垫 下方 包含 凸起 的 可调 腰靠 靠板 上 包含 滑轨 所述 滑轨 上 包含 滑座 滑座 连接 着 杆件 杆件 端部 为 可调 靠枕 杆件 穿过 靠垫 上 的 孔 杆件 以及 滑座 在 滑轨 上 移动 的 时候 能 带动 可调 靠枕 在 孔中 上下 移动 有益 效果 本 专利 的 可调 靠枕 以及 可调 腰靠 两项 功能 实现 缓解 旅途 疲劳 的 效果 大幅度提高 旅途 的 舒适感 根据 不同 类型 的 需要 将 可调 靠枕 和 可调 腰靠 调节 到 适合 自己 的 位置 可 缓解 腰痛 和 颈椎病 疼 能 对 病情 的 恢复 起到 一定 的 作用 该 产品 美观大方 操作 简便 使用 安全 该 产品 用途 广泛 适用 于 高铁 飞机 长途 大巴 高档 汽车 高级 座椅 沙发 等
387,G08G5/00,本发明 涉及 一种 航班信息 数据共享 交换机 及其 处理 方法 本发明 属于 民航 技术 领域 一种 航班信息 数据共享 交换机 包括 电源 微处理器 数据通讯 单元 数据共享 服务 单元 数据交换 模块 交换 管理 模块 ESB 服务 总线 微处理器 由 ESB 服务 总线 连接 数据通讯 单元 数据共享 服务 单元 数据交换 模块 和 交换 管理 模块 数据通讯 单元 连接 航班信息 的 集中 元 数据 和 分散 数据 服务器 其 处理 方法 是 将 航班信息 数据共享 交换机 与 航空公司 机场 空管 航班信息 的 集中 元 数据 和 分散 数据 服务器 连为一体 进行 数据通讯 共享 交换 和 维护 实现 民航 各 部门 间 的 数据共享 交换 本发明 实现 数据 资源共享 管理 和 交换 具有 共享 服务 数据 实时 多向 可靠 传播 提供 决策 支持 和 应急 指挥 等 优点
54,F16B19/08,本 实用新型 涉及 一种 拉丝 铆钉 可 用于 飞机 船舶 制造 集装箱 汽车 工业 建筑 钢结构 高低压 变电 柜 等 行业 由 钉 芯 铆体 直丝 环槽 钉 芯孔 铆体 顶 环槽 组成 其 特征 在于 在 钉 芯 与 铆体 连接处 根部 置 有 收缩 节 在 钉 芯 与 铆体 连接处 里面 置 有 锁紧 槽 断力 槽 本 实用新型 的 优点 是 确保 了 整个 铆接 工艺 高强度 的 紧固 性能 以及 避免 钉头 外露 即 毛刺 和 坏 铆 现象
401,B60R21/02,自动 充气 救生衣 包括 有 救生衣 自动 充气 装置 报警装置 以及 控制器 自动 充气 装置 报警装置 以及 控制器 安装 于 救生衣 上 救生衣 设有 密封 的 充气 型腔 自动 充气 装置 包括 有 点火器 气体 发生器 以及 震动 传感器 点火器 与 气体 发生器 连接 气体 发生器 的 气体 输出 口 与 充气 型腔 连通 报警装置 包括 有 LED 报警 灯 扬声器 以及 传感器 控制器 设有 控制线 与 点火器 震动 传感器 LED 报警 灯 扬声器 以及 传感器 连接 在 飞机 迫降 或者 汽车 发生 撞击 事故 时 利用 自动 充气 装置 自动 向 救生衣 充气 使 受害者 处于 救生衣 的 气囊 保护 之中 减少 受害者 受伤 的 程度 提高 受害者 的 生存 机会 减少 了 消防车 碾压 受害者 的 机会
2145,B60N2/34,一种 给 交通工具 特别 是 给 飞机 提供 的 乘客 座椅 组件 这种 乘客 座椅 组件 能够 给 乘客 提供 设备齐全 的 单独 的 座椅 座位 和 睡觉 铺位 所述 的 座椅 组件 包括 支撑 结构 42 用来 支撑 所述 的 组件 使 之 离开 交通工具 的 地板 一个 或 多个 可 移动 承受 乘客 的 结构 部件 71 72 和 一些 装置 用来 把 所述 的 可 移动 结构 部件 连接 到 所述 的 结构 上 从而 所述 的 部件 能够 有 选择地 在 座椅 结构 和 床 结构 之间 被 移动 在 座椅 结构 中 在 所述 的 一个 或 多个 可 移动 结构 部件 71 71 或 所述 的 支撑 结构 上 的 多个 承受 乘客 表面 给 乘客 形成 了 一个 座椅 在 床 结构 中 放置 多个 所述 的 承受 表面 47 48 67 74 76 使得 它们 基本 共 面 并且 基本 连续 从而 给 乘客 形成 了 一个床 其 特征 在于 至少 一个 所述 的 可 移动 部件 72 是 双面 的 它 包括 第一 侧面 和 第二 相反 侧面 一个 所述 的 侧面 具有 第一 座椅 表面 73 它 在 所述 的 座椅 结构 中 形成 座椅 的 一部分 并且 另 一个 侧面 具有 第二 床 表面 74 它 在 所述 的 床 结构 中 形成 所述 的 床 一部分
